"id","jurisdiction_id","full_name","level","short_name"
"C0237239","J0237","Court of Appeals of Ohio, Eleventh District, Lake County","ST","Court of Appeals of Ohio, Eleventh District, Lake County"
"C0237240","J0237","Court of Appeals of Ohio, Ninth District, Medina County","ST","Court of Appeals of Ohio, Ninth District, Medina County"
"C0237241","J0237","Court of Appeals of Ohio, Third District, Marion County","ST","Court of Appeals of Ohio, Third District, Marion County"
"C0237242","J0237","Clermont County Probate Court","ST","Clermont County Probate Court"
"C0237243","J0237","Trumbull County Probate Court","ST","Trumbull County Probate Court"
"C0237244","J0237","Girard Municipal Court","ST","Girard Municipal Court"
"C0237245","J0237","Court of Appeals of Ohio, Fourth District, Jackson County","ST","Court of Appeals of Ohio, Fourth District, Jackson County"
"C0237246","J0237","Erie County Probate Court","ST","Erie County Probate Court"
"C0237247","J0237","Licking County Probate Court","ST","Licking County Probate Court"
"C0237248","J0237","Court of Appeals of Ohio, Fifth District, Fairfield County","ST","Court of Appeals of Ohio, Fifth District, Fairfield County"
"C0237249","J0237","Court of Appeals of Ohio, Seventh District, Jefferson County","ST","Court of Appeals of Ohio, Seventh District, Jefferson County"
"C0237250","J0237","Court of Appeals of Ohio, Sixth District, Huron County","ST","Court of Appeals of Ohio, Sixth District, Huron County"
"C0237251","J0237","Brown County Courts, Ohio","ST","Brown County Courts, Ohio"
"C0237252","J0237","Barberton Municipal Court","ST","Barberton Municipal Court"
"C0237253","J0237","Columbus Police Court","ST","Columbus Police Court"
"C0237254","J0237","Hamilton County Juvenile Court","ST","Hamilton County Juvenile Court"
"C0237255","J0237","Chardon Municipal Court","ST","Chardon Municipal Court"
"C0237256","J0237","Sidney Municipal Court","ST","Sidney Municipal Court"
"C0237257","J0237","Hocking County Municipal Court","ST","Hocking County Municipal Court"
"C0237258","J0237","Ohio State Racing Commission","SS","Ohio State Racing Commission"
"C0237259","J0237","Euclid Municipal Court","ST","Euclid Municipal Court"
"C0237260","J0237","Berea Municipal Court","ST","Berea Municipal Court"
"C0237261","J0237","Huron County Juvenile Court","ST","Huron County Juvenile Court"
"C0237262","J0237","Warren County Municipal Court","ST","Warren County Municipal Court"
"C0237263","J0237","Court of Appeals of Ohio, Sixth District, Ottawa County","ST","Court of Appeals of Ohio, Sixth District, Ottawa County"
"C0237264","J0237","Vinton County Circuit Court","ST","Vinton County Circuit Court"
"C0237265","J0237","Oberlin Municipal Court","ST","Oberlin Municipal Court"
"C0237266","J0237","Cuyahoga Falls Municipal Court","ST","Cuyahoga Falls Municipal Court"
"C0237267","J0237","Scioto County Probate Court","ST","Scioto County Probate Court"
"C0237268","J0237","Morrow County Court of Common Pleas","ST","Morrow County Court of Common Pleas"
"C0237269","J0237","Tascarawas County Court of Common Pleas","ST","Tascarawas County Court of Common Pleas"
"C0237270","J0237","Court of Appeals of Ohio, Fifth District, Muskingum County","ST","Court of Appeals of Ohio, Fifth District, Muskingum County"
"C0237271","J0237","Newton Falls Municipal Court","ST","Newton Falls Municipal Court"
"C0237272","J0237","Mercer County Probate Court","ST","Mercer County Probate Court"
"C0237273","J0237","Court of Appeals of Ohio, Twelfth District, Warren County","ST","Court of Appeals of Ohio, Twelfth District, Warren County"
"C0237274","J0237","Portsmouth Municipal Court","ST","Portsmouth Municipal Court"
"C0237275","J0237","Court of Appeals of Ohio, Fourth District, Pike County","ST","Court of Appeals of Ohio, Fourth District, Pike County"
"C0237276","J0237","Court of Appeals of Ohio, Fourth District, Vinton County","ST","Court of Appeals of Ohio, Fourth District, Vinton County"
"C0237277","J0237","Court of Appeals of Ohio, Eleventh District, Geauga County","ST","Court of Appeals of Ohio, Eleventh District, Geauga County"
"C0237278","J0237","Municipal Courts of Ohio","ST","Municipal Courts of Ohio"
"C0237279","J0237","Trumbull County Municipal Court","ST","Trumbull County Municipal Court"
"C0237280","J0237","Allen County Juvenile Court","ST","Allen County Juvenile Court"
"C0237281","J0237","Upper Sandusky Municipal Court","ST","Upper Sandusky Municipal Court"
"C0237282","J0237","Mansfield Municipal Court","ST","Mansfield Municipal Court"
"C0237283","J0237","Van Wert County Probate Court","ST","Van Wert County Probate Court"
"C0237284","J0237","Perrysburg Municipal Court","ST","Perrysburg Municipal Court"
"C0237285","J0237","Court of Appeals of Ohio, Ninth District, Wayne County","ST","Court of Appeals of Ohio, Ninth District, Wayne County"
"C0237286","J0237","Court of Appeals of Ohio, Fourth District, Highland County","ST","Court of Appeals of Ohio, Fourth District, Highland County"
"C0237287","J0237","Muskingum County Court, Ohio","ST","Muskingum County Court, Ohio"
"C0237288","J0237","Bedford Municipal Court","ST","Bedford Municipal Court"
"C0237289","J0237","Middletown Municipal Court","ST","Middletown Municipal Court"
"C0237290","J0237","Mahoning County Probate Court","ST","Mahoning County Probate Court"
"C0237291","J0237","Court of Appeals of Ohio, Fifth District, Tuscarawas County","ST","Court of Appeals of Ohio, Fifth District, Tuscarawas County"
"C0237292","J0237","Court of Appeals of Ohio, Second District, Champaign County","ST","Court of Appeals of Ohio, Second District, Champaign County"
"C0237293","J0237","New Philadelphia Municipal Court","ST","New Philadelphia Municipal Court"
"C0237294","J0237","Court of Appeals of Ohio, Twelfth District, Fayette County","ST","Court of Appeals of Ohio, Twelfth District, Fayette County"
"C0237295","J0237","Pike County Court, Ohio","ST","Pike County Court, Ohio"
"C0237296","J0237","Court of Appeals of Ohio, Fifth District, Morrow County","ST","Court of Appeals of Ohio, Fifth District, Morrow County"
"C0237297","J0237","Noble County Probate Court","ST","Noble County Probate Court"
"C0237298","J0237","Warren County Juvenile Court","ST","Warren County Juvenile Court"
"C0237299","J0237","Wayne County Court of Common Pleas","ST","Wayne County Court of Common Pleas"
"C0237300","J0237","Franklin County Courts, Ohio","ST","Franklin County Courts, Ohio"
"C0237301","J0237","Cuyahoga County Court of Insolvency","SS","Cuyahoga County Court of Insolvency"
"C0237302","J0237","Greene County Juvenile Court","ST","Greene County Juvenile Court"
"C0237303","J0237","Lawrence County Municipal Court","ST","Lawrence County Municipal Court"
"C0237304","J0237","Marysville Municipal Court","ST","Marysville Municipal Court"
"C0237305","J0237","Coshocton County Court, Ohio","ST","Coshocton County Court, Ohio"
"C0237306","J0237","Maumee Municipal Court","ST","Maumee Municipal Court"
"C0237307","J0237","Highland County Municipal Court","ST","Highland County Municipal Court"
"C0237308","J0237","Lorain County Probate Court","ST","Lorain County Probate Court"
"C0237309","J0237","Lancaster Municipal Court","ST","Lancaster Municipal Court"
"C0237310","J0237","Paulding County Court, Ohio","ST","Paulding County Court, Ohio"
"C0237311","J0237","Port Clinton Municipal Court","ST","Port Clinton Municipal Court"
"C0237312","J0237","Champaign County Probate Court","ST","Champaign County Probate Court"
"C0237313","J0237","Court of Appeals of Ohio, Sixth District, Williams County","ST","Court of Appeals of Ohio, Sixth District, Williams County"
"C0237314","J0237","Wyandot County Court of Common Pleas","ST","Wyandot County Court of Common Pleas"
"C0237315","J0237","Ohio Court of Nisi Prius","ST","Ohio Court of Nisi Prius"
"C0237316","J0237","Noble County Court of Common Pleas","ST","Noble County Court of Common Pleas"
"C0237317","J0237","Harrison County Court, Ohio","ST","Harrison County Court, Ohio"
"C0237318","J0237","Preble County Juvenile Court","ST","Preble County Juvenile Court"
"C0237319","J0237","Perry County Court, Ohio","ST","Perry County Court, Ohio"
"C0237320","J0237","Delaware County Juvenile Court","ST","Delaware County Juvenile Court"
"C0237321","J0237","Gallipolis Municipal Court","ST","Gallipolis Municipal Court"
"C0237322","J0237","Board of Tax Appeals of Ohio Department of Taxation","SS","Board of Tax Appeals of Ohio Department of Taxation"
"C0237323","J0237","Xenia Municipal Court","ST","Xenia Municipal Court"
"C0237324","J0237","Highland County Probate Court","ST","Highland County Probate Court"
"C0237325","J0237","Court of Appeals of Ohio, Fifth District, Knox County","ST","Court of Appeals of Ohio, Fifth District, Knox County"
"C0237326","J0237","Court of Appeals of Ohio, Second District, Clark County","ST","Court of Appeals of Ohio, Second District, Clark County"
"C0237327","J0237","Court of Appeals of Ohio, Fifth District, Richland County","ST","Court of Appeals of Ohio, Fifth District, Richland County"
"C0237328","J0237","Court of Appeals of Ohio, Seventh District, Carroll County","ST","Court of Appeals of Ohio, Seventh District, Carroll County"
"C0237329","J0237","Lucas County Juvenile Court","ST","Lucas County Juvenile Court"
"C0237330","J0237","Clark County Court, Ohio","ST","Clark County Court, Ohio"
"C0237331","J0237","Darke County Probate Court","ST","Darke County Probate Court"
"C0237332","J0237","Ross County Probate Court","ST","Ross County Probate Court"
"C0237333","J0237","Chillicothe Municipal Court","ST","Chillicothe Municipal Court"
"C0238001","J0238","District Court, N.D. Oklahoma","FD","N.D. Oklahoma"
"C0238002","J0238","Supreme Court of Oklahoma","S","Supreme Court of Oklahoma"
"C0238003","J0238","Court of Criminal Appeals of Oklahoma","SA","Court of Criminal Appeals of Oklahoma"
"C0238004","J0238","District Court, W.D. Oklahoma","FD","W.D. Oklahoma"
"C0238005","J0238","District Court, E.D. Oklahoma","FD","E.D. Oklahoma"
"C0238006","J0238","Cherokee Nation Supreme Court","TRS","Cherokee Nation Supreme Court"
"C0238007","J0238","Court of Civil Appeals of Oklahoma","SA","Court of Civil Appeals of Oklahoma"
"C0238008","J0238","United States Bankruptcy Court, W.D. Oklahoma","FB","W.D. Oklahoma"
"C0238009","J0238","United States Bankruptcy Court, N.D. Oklahoma","FB","N.D. Oklahoma"
"C0238010","J0238","Oklahoma Attorney General Reports","SS","Oklahoma Attorney General Reports"
"C0238011","J0238","Oklahoma Judicial Ethics Advisory Panel","SS","Oklahoma Judicial Ethics Advisory Panel"
"C0238012","J0238","Cherokee Nation Judicial Appeals Tribunal","TRA","Cherokee Nation Judicial Appeals Tribunal"
"C0238013","J0238","U.S. Circuit Court for the District of Eastern Oklahoma","FA","U.S. Circuit Court for the District of Eastern Oklahoma"
"C0238014","J0238","U.S. Circuit Court for the District of Western Oklahoma","FA","U.S. Circuit Court for the District of Western Oklahoma"
"C0238015","J0238","United States Bankruptcy Court, E.D. Oklahoma","FB","E.D. Oklahoma"
"C0238016","J0238","Sac and Fox Nation Supreme Court","TRS","Sac and Fox Nation Supreme Court"
"C0238017","J0238","Court on the Judiciary of Oklahoma","SS","Court on the Judiciary of Oklahoma"
"C0238018","J0238","United States District Court for the District of Oklahoma","FD","United States District Court for the District of Oklahoma"
"C0238019","J0238","Sac and Fox Nation District Court","TRT","Sac and Fox Nation District Court"
"C0239001","J0239","District Court, D. Oregon","FD","D. Oregon"
"C0239002","J0239","Court of Appeals of Oregon","SA","Court of Appeals of Oregon"
"C0239003","J0239","Oregon Supreme Court","S","Oregon Supreme Court"
"C0239004","J0239","U.S. Circuit Court for the District of Oregon","FA","U.S. Circuit Court for the District of Oregon"
"C0239005","J0239","Grand Ronde Court of Appeals","TRA","Grand Ronde Court of Appeals"
"C0239006","J0239","Grand Ronde Tribal Court","TRT","Grand Ronde Tribal Court"
"C0239007","J0239","United States Bankruptcy Court, D. Oregon","FB","D. Oregon"
"C0239008","J0239","Oregon Tax Court","SS","Oregon Tax Court"
"C0239009","J0239","Coos County Circuit Court, Oregon","ST","Coos County Circuit Court, Oregon"
"C0239010","J0239","Multnomah County Circuit Court, Oregon","ST","Multnomah County Circuit Court, Oregon"
"C0239011","J0239","Clackamas County Circuit Court, Oregon","ST","Clackamas County Circuit Court, Oregon"
"C0239012","J0239","Clatsop County Circuit Court, Oregon","ST","Clatsop County Circuit Court, Oregon"
"C0239013","J0239","Washington County Circuit Court, Oregon","ST","Washington County Circuit Court, Oregon"
"C0239014","J0239","Jackson County Circuit Court, Oregon","ST","Jackson County Circuit Court, Oregon"
"C0239015","J0239","Umatilla County Circuit Court, Oregon","ST","Umatilla County Circuit Court, Oregon"
"C0239016","J0239","Marion County Circuit Court, Oregon","ST","Marion County Circuit Court, Oregon"
"C0239017","J0239","Douglas County Circuit Court, Oregon","ST","Douglas County Circuit Court, Oregon"
"C0239018","J0239","Baker County Circuit Court, Oregon","ST","Baker County Circuit Court, Oregon"
"C0239019","J0239","Wasco County Circuit Court, Oregon","ST","Wasco County Circuit Court, Oregon"
"C0239020","J0239","Yamhill County Circuit Court, Oregon","ST","Yamhill County Circuit Court, Oregon"
"C0239021","J0239","Lane County Circuit Court, Oregon","ST","Lane County Circuit Court, Oregon"
"C0239022","J0239","Morrow County Circuit Court, Oregon","ST","Morrow County Circuit Court, Oregon"
